code,name,weight,shares,price
2308,台達電,4.77,628000,2020.0
3037,欣興,1.37,475000,839.0
4958,臻鼎-KY,0.55,435000,358.5
2330,台積電,3.46,433000,2265.0
2368,金像電,1.88,370000,1420.0
268A JP,RIGAKU HOLDINGS CORP,0.6,340900,0.0
NVTS US,NAVITAS SEMICONDUCTOR CORP,0.61,305151,0.0
AIXA GR,AIXTRON SE,1.76,278437,0.0
6274,台燿,1.03,268000,990.0
2467,志聖,0.49,249000,495.5
5803 JP,FUJIKURA LTD,1.06,243500,0.0
FSLY US,FASTLY INC - CLASS A,0.63,230200,0.0
2345,智邦,1.73,221000,2175.0
AEHR US,AEHR TEST SYSTEMS,1.96,177400,0.0
GLW US,CORNING INC,2.96,145895,0.0
2383,台光電,2.36,144000,4730.0
3017,奇鋐,1.4,130000,2835.0
TSEM US,TOWER SEMICONDUCTOR LTD,2.74,118182,0.0
005930 KP,SAMSUNG ELECTRONICS CO LTD,1.98,115810,0.0
3653,健策,2.16,110000,4960.0
CRWV US,COREWEAVE INC-CL A,1.4,109900,0.0
BE US,BLOOM ENERGY CORP- A,2.91,109100,0.0
2360,致茂,0.72,103000,1925.0
MRVL US,MARVELL TECHNOLOGY INC,1.95,103000,0.0
285A JP,KIOXIA HOLDINGS CORP,2.57,102900,0.0
3533,嘉澤,0.93,101000,2710.0
5706 JP,MITSUI KINZOKU CO LTD,2.58,92300,0.0
SOI FP,S.O.I.T.E.C.,1.37,89943,0.0
6787 JP,MEIKO ELECTRONICS CO LTD,1.82,85300,0.0
5801 JP,FURUKAWA ELECTRIC CO LTD,2.27,73200,0.0
AMD US,ADVANCED MICRO DEVICES,2.87,71400,0.0
LITE US,LUMENTUM HOLDINGS INC,7.22,70985,0.0
GFS US,GLOBALFOUNDRIES INC,0.49,68800,0.0
MU US,MICRON TECHNOLOGY INC,3.56,62071,0.0
ORCL US,ORACLE CORP,1.17,58680,0.0
TER US,TERADYNE INC,2.82,58500,0.0
6510,精測,0.74,56000,3570.0
3110 JP,NITTO BOSEKI CO LTD,1.06,53700,0.0
RKLB US,ROCKET LAB CORP,0.48,52200,0.0
2454,聯發科,0.45,50000,2435.0
CIEN US,CIENA CORP,2.54,42342,0.0
WDC US,WESTERN DIGITAL CORP,1.93,41462,0.0
SNDK US,SANDISK CORP,4.58,40093,0.0
NVDA US,NVIDIA CORP,0.92,38250,0.0
3529,力旺,0.51,36000,4045.0
009150 KP,SAMSUNG ELECTRO-MECHANICS CO,2.11,34369,0.0
PLTR US,PALANTIR TECHNOLOGIES INC-A,0.55,33200,0.0
AVGO US,BROADCOM INC,1.51,30960,0.0
010120 KP,LS ELECTRIC CO LTD,0.52,29671,0.0
COHR US,COHERENT CORP,1.02,26174,0.0
GOOGL US,ALPHABET INC-CL A,0.92,23200,0.0
ONTO US,ONTO INNOVATION INC,0.64,18000,0.0
CRWD US,CROWDSTRIKE HOLDINGS INC - A,0.79,15200,0.0
APP US,APPLOVIN CORP-CLASS A,0.73,14160,0.0
000660 KP,SK HYNIX INC,1.02,10711,0.0
5274,信驊,0.6,10000,16000.0
