code,name,weight,shares,price
2408,南亞科,2.76,2382000,226.5
5347,世界,1.34,2230000,0.0
8358,金居,1.98,1548000,0.0
3037,欣興,3.22,1250000,506.0
2486,一詮,0.91,1204000,154.5
3105,穩懋,1.66,904000,0.0
8046,南電,2.45,840000,540.0
3163,波若威,2.75,662000,0.0
8996,高力,2.84,655000,820.0
2330,台積電,5.74,607000,1845.0
8021,尖點,0.73,557920,247.5
2449,京元電子,0.82,552000,288.5
2345,智邦,4.47,520000,1685.0
2344,華邦電,0.25,513000,98.2
4749,新應材,2.3,504000,0.0
4991,環宇-KY,1.13,500000,0.0
6584,南俊國際,1.31,458000,0.0
3189,景碩,0.81,447013,351.5
8299,群聯,3.36,396000,0.0
2360,致茂,3.05,362000,1625.0
3017,奇鋐,4.23,362000,2100.0
6531,愛普*,0.94,359000,511.0
2317,鴻海,0.35,342000,200.0
3533,嘉澤,3.92,336000,2150.0
2383,台光電,4.78,316000,2845.0
6442,光聖,3.25,304000,2125.0
7751,竑騰,2.32,279000,0.0
2308,台達電,2.13,274000,1550.0
6274,台燿,0.7,225000,0.0
2368,金像電,1.05,222000,922.0
1519,華城,0.95,207000,926.0
5439,高技,0.31,201000,0.0
6781,AES-KY,1.07,194000,1125.0
6223,旺矽,3.6,192000,0.0
2059,川湖,3.47,187000,3615.0
8210,勤誠,0.78,169000,904.0
7769,鴻勁,2.75,139000,3865.0
6805,富世達,1.16,119000,1905.0
6515,穎崴,4.56,109000,8450.0
3653,健策,1.98,98000,3945.0
5289,宜鼎,0.41,88000,0.0
3529,力旺,0.99,66000,0.0
3443,創意,0.85,65000,2475.0
6669,緯穎,1.16,65000,3760.0
3661,世芯-KY,0.91,58000,3150.0
3324,雙鴻,0.27,54000,0.0
5274,信驊,1.66,28000,0.0
6510,精測,0.32,20000,0.0
