code,name,weight,shares,price
3105,穩懋,3.16,3033000,528.0
3037,欣興,5.86,2902000,1080.0
2455,全新,2.18,2827000,418.5
2330,台積電,7.97,1761000,2300.0
8996,高力,3.61,1674000,1215.0
3711,日月光投控,2.03,1640000,642.0
2327,國巨*,2.34,1600000,701.0
2337,旺宏,0.46,1465000,155.5
6584,南俊國際,1.95,1437000,690.0
8046,南電,1.77,1058000,905.0
2345,智邦,4.86,1012000,2620.0
2368,金像電,1.72,669000,1375.0
3665,貿聯-KY,2.78,667000,2115.0
6274,台燿,1.93,636000,1540.0
4991,環宇-KY,0.8,574000,705.0
2383,台光電,5.34,536000,5305.0
8021,尖點,0.43,518000,436.0
3017,奇鋐,2.55,501000,2700.0
8299,群聯,2.36,489000,2450.0
3189,景碩,0.65,486013,702.0
2454,聯發科,3.58,412000,4640.0
6669,緯穎,3.9,400000,5075.0
3260,威剛,0.31,393000,404.5
7751,竑騰,1.31,384000,1725.0
3081,聯亞,1.98,380000,2650.0
3443,創意,3.26,360000,5100.0
2308,台達電,1.68,357000,2520.0
6223,旺矽,3.95,339000,5915.0
2059,川湖,2.99,323000,4920.0
3661,世芯-KY,2.48,293000,4500.0
6510,精測,1.76,272000,3280.0
6531,愛普*,0.58,271000,1080.0
6139,亞翔,0.39,259000,811.0
2360,致茂,1.05,207000,2625.0
3653,健策,1.36,197000,3670.0
5289,宜鼎,0.53,157000,1700.0
6515,穎崴,2.71,151000,9795.0
6805,富世達,0.39,112000,1740.0
7769,鴻勁,1.52,100000,7800.0
6442,光聖,0.3,80000,2040.0
7734,印能科技,0.43,59000,3670.0
3533,嘉澤,0.24,48000,2625.0
3491,昇達科,0.19,47000,2000.0
3583,辛耘,0.06,33000,876.0
5274,信驊,1.05,30000,17835.0
