code,name,weight,shares,price
2330,台積電,57.72,520512559,2390.0
2887,台新新光金,0.75,493714859,31.85
2891,中信金,1.26,378464390,70.6
2883,凱基金,0.47,335098489,30.5
2884,玉山金,0.53,323469830,35.45
2890,永豐金,0.51,273446737,39.95
2317,鴻海,3.06,259813246,257.5
2886,兆豐金,0.55,251512933,46.65
2303,聯電,1.94,249003736,178.5
2892,第一金,0.37,238318737,32.85
2885,元大金,0.74,234911607,66.7
5880,合庫金,0.26,222747596,25.1
2882,國泰金,1.02,202924481,111.5
2880,華南金,0.34,195610395,38.0
2881,富邦金,1.13,177464526,136.0
1216,統一,0.37,105141708,75.6
1303,南亞,0.74,104833659,155.0
2412,中華電,0.55,81183575,144.0
3711,日月光投控,2.12,70754802,641.0
2344,華邦電,0.64,65825549,219.5
3231,緯創,0.47,64251859,160.0
2382,廣達,0.96,56243330,366.5
2301,光寶科,0.4,41617237,215.0
2308,台達電,3.55,41366184,1980.0
4904,遠傳,0.19,37748151,108.5
2327,國巨*,1.62,33606545,1125.0
2454,聯發科,5.79,31487629,4310.0
3045,台灣大,0.17,30070211,120.0
3037,欣興,1.3,28071460,1020.0
6505,台塑化,0.06,24414278,55.9
2408,南亞科,0.52,24272824,477.0
2449,京元電子,0.34,23136826,334.5
2603,長榮,0.2,23115935,185.0
4958,臻鼎-KY,0.45,16225004,602.0
2357,華碩,0.48,14361259,748.0
2345,智邦,1.2,10613696,2380.0
2395,研華,0.21,9810465,480.0
2360,致茂,0.76,7843657,2185.0
2368,金像電,0.41,7314055,1240.0
3017,奇鋐,0.73,6809867,2505.0
2383,台光電,1.55,6205126,5640.0
8046,南電,0.24,4557976,1045.0
3665,貿聯-KY,0.33,3804114,1920.0
6669,緯穎,0.45,2211596,4545.0
3008,大立光,0.45,1997532,5165.0
3653,健策,0.3,1854005,3390.0
3443,創意,0.36,1709116,4850.0
3661,世芯-KY,0.31,1678544,4230.0
7769,鴻勁,0.37,1213892,6920.0
2059,川湖,0.39,1173628,7315.0
202607NYF,台灣50ETF股票期貨,0.09,1738,0.0
202607TX,臺股期貨,0.33,778,0.0
