code,name,weight,shares,price
2303,聯電,2.3,7000000,128.0
3231,緯創,1.61,3496000,179.0
2455,全新,2.34,2753000,333.0
8021,尖點,2.55,2501000,370.0
6584,南俊國際,3.02,2231000,519.0
3037,欣興,4.64,2097000,839.0
8996,高力,4.23,1630000,1005.0
3711,日月光投控,2.58,1629000,613.0
2330,台積電,8.62,1406000,2350.0
2337,旺宏,0.44,1343000,124.0
2327,國巨*,2.03,1247000,642.0
6187,萬潤,3.29,1220000,1035.0
2345,智邦,6.31,1080000,2220.0
3017,奇鋐,6.27,1002000,2380.0
3665,貿聯-KY,5.35,955000,2205.0
3026,禾伸堂,1.39,909000,640.0
2383,台光電,7.07,563000,4755.0
3189,景碩,0.81,440013,711.0
3008,大立光,4.48,420000,3920.0
2454,聯發科,3.9,406000,3750.0
6488,環球晶,1.09,394000,1065.0
8299,群聯,1.74,366000,1820.0
3260,威剛,0.38,358000,402.0
6223,旺矽,4.86,326000,5720.0
7751,竑騰,1.01,310000,1255.0
3363,上詮,0.47,300000,598.0
2059,川湖,6.32,293000,7735.0
6139,亞翔,0.5,250000,840.0
3661,世芯-KY,1.94,215000,3405.0
3443,創意,2.23,211000,4070.0
3583,辛耘,0.29,147000,715.0
6805,富世達,0.41,109000,1410.0
5289,宜鼎,0.34,98000,1330.0
6669,緯穎,1.15,77000,5730.0
3264,欣銓,0.04,72000,206.0
7734,印能科技,0.5,56000,3430.0
6515,穎崴,0.7,42000,6295.0
3491,昇達科,0.0,1000,1155.0
