code,name,net_shares,net_amount
2408,南亞科,98,20396.0
0056,元大高股息,53,2034.0
2409,友達,45,784.0
4906,正文,37,1418.0
6239,力成,33,6388.0
1301,台塑,29,1387.0
,期元大S&P石油,21,651.0
2357,華碩,20,11020.0
8039,台虹,18,2344.0
6588,東典光電,16,2075.0
,國泰臺灣加權正2,15,890.0
2313,華通,13,3429.0
2330,台積電,12,22191.0
,元大台灣50反1,11,156.0
6770,力積電,10,537.0
2344,華邦電,9,838.0
4119,旭富,8,416.0
3264,欣銓,7,1143.0
6147,頎邦,7,594.0
6257,矽格,7,1109.0
2412,中華電,7,935.0
2371,大同,7,223.0
1711,永光,7,248.0
6405,悅城,7,260.0
8028,昇陽半導體,7,1246.0
,凱基A級公司債,-315,-4499.0
,群益ESG投等債20+,-169,-2531.0
009816,凱基台灣TOP50,-145,-1541.0
,主動統一台股增長,-110,-2282.0
,元大AAA至A公司債,-100,-3214.0
00918,大華優利高填息30,-100,-2200.0
,主動群益科技創新,-73,-980.0
,元大台灣50正2,-65,-1353.0
3576,聯合再生,-60,-1224.0
,元大美債20年,-56,-1535.0
,國泰20年美債,-52,-1476.0
2317,鴻海,-51,-9964.0
,中信高評級公司債,-50,-1711.0
,期元大S&P日圓正2,-40,-774.0
3376,新日興,-36,-7172.0
6472,保瑞,-32,-13873.0
6290,良維,-26,-5205.0
0050,元大台灣50,-26,-1889.0
2884,玉山金,-24,-774.0
1626,艾美特-KY,-23,-229.0
00938,凱基優選30,-20,-373.0
4130,健亞,-18,-612.0
6919,康霈*,-18,-1865.0
3026,禾伸堂,-17,-2615.0
,平衡凱基雙核收息,-16,-177.0
