code,name,weight,shares,price
3105,穩懋,3.34,3433000,492.5
2408,南亞科,1.78,3280000,287.0
3037,欣興,3.72,2302000,896.0
2455,全新,1.28,1927000,342.0
2330,台積電,7.97,1761000,2310.0
8996,高力,3.39,1689000,1075.0
6584,南俊國際,1.77,1337000,669.0
2337,旺宏,0.38,1271000,164.5
3036,文曄,0.56,1177000,219.0
8046,南電,1.87,1108000,947.0
3163,波若威,1.84,923000,1010.0
2344,華邦電,0.19,893000,114.0
2345,智邦,3.36,716000,2560.0
8299,群聯,3.41,711000,2430.0
6531,愛普*,1.22,703000,925.0
4991,環宇-KY,0.88,692000,644.0
2368,金像電,1.76,669000,1450.0
3665,貿聯-KY,3.62,667000,2780.0
6274,台燿,1.72,636000,1370.0
2383,台光電,5.04,537000,4960.0
6442,光聖,2.08,535000,2095.0
3017,奇鋐,2.42,501000,2415.0
2360,致茂,2.15,487000,2325.0
3189,景碩,0.44,486013,492.5
3533,嘉澤,2.5,468000,2850.0
6669,緯穎,4.78,465000,4880.0
6510,精測,2.98,422000,3580.0
3260,威剛,0.35,393000,448.5
3661,世芯-KY,3.8,393000,4795.0
7751,竑騰,1.49,388000,1940.0
3081,聯亞,1.97,380000,2620.0
3443,創意,3.7,360000,5450.0
2308,台達電,1.55,357000,2280.0
3711,日月光投控,0.33,320000,540.0
6223,旺矽,2.87,289000,5025.0
2059,川湖,2.71,258000,4840.0
3653,健策,1.42,197000,3875.0
7769,鴻勁,2.22,194000,5835.0
2454,聯發科,1.29,180000,3420.0
3131,弘塑,0.89,154000,2940.0
3324,雙鴻,0.32,151000,1065.0
6515,穎崴,2.87,151000,9860.0
5289,宜鼎,0.45,142000,1600.0
3491,昇達科,0.32,97000,1655.0
5274,信驊,1.51,45000,16955.0
3583,辛耘,0.05,33000,797.0
