code,name,weight,shares,price
2885,元大金,1.84,49858000,68.6
2887,台新新光金,0.83,43413350,35.65
2891,中信金,1.22,34045000,66.6
2330,台積電,41.81,32206000,2415.0
2317,鴻海,4.53,31183000,270.0
2883,凱基金,0.51,30401000,31.2
2884,玉山金,0.56,28329000,36.75
2890,永豐金,0.55,25728100,39.85
5880,合庫金,0.28,21363175,24.1
2892,第一金,0.38,21073000,33.15
2886,兆豐金,0.55,20996000,48.7
2412,中華電,1.45,19865000,136.0
2303,聯電,1.29,19562000,123.0
2880,華南金,0.44,19088000,43.2
2881,富邦金,1.22,17797000,127.0
2882,國泰金,0.92,17166000,99.7
1303,南亞,1.0,9796000,189.0
1216,統一,0.36,8700000,76.3
3711,日月光投控,2.79,8346000,621.0
3231,緯創,0.57,5485000,193.5
2308,台達電,5.26,5470000,1790.0
2344,華邦電,0.49,5171000,177.0
2382,廣達,0.84,4822000,325.5
4904,遠傳,0.24,4510000,101.0
3037,欣興,2.42,4499000,1000.0
6505,台塑化,0.17,4377000,70.2
3045,台灣大,0.24,4093000,109.5
2603,長榮,0.44,3848000,214.5
2454,聯發科,8.22,3810000,4015.0
2301,光寶科,0.49,3477000,259.5
2327,國巨*,1.0,3102000,602.0
4958,臻鼎-KY,0.7,2759000,471.5
2408,南亞科,0.67,2600000,482.5
2449,京元電子,0.27,1927450,259.0
2345,智邦,2.08,1745000,2215.0
2357,華碩,0.53,1147000,852.0
8046,南電,0.53,780000,1265.0
2360,致茂,0.83,702000,2195.0
3665,貿聯-KY,0.79,678000,2155.0
2383,台光電,1.77,573000,5730.0
3017,奇鋐,0.86,550000,2910.0
2368,金像電,0.29,543000,1000.0
3653,健策,1.02,423000,4470.0
3443,創意電子,0.97,351000,5130.0
6669,緯穎,0.67,208000,6025.0
7769,鴻勁,0.64,185000,6480.0
3008,大立光,0.45,181000,4585.0
2059,川湖,0.84,130000,12045.0
3661,世芯-KY,0.28,127000,4055.0
6515,穎崴,0.19,49000,7170.0
202608TX,臺股期貨,2.69,550,0.0
