code,name,weight,shares,price
1326,台灣化學纖維,0.59,400000,70.6
2344,華邦電子,1.31,332000,188.0
8150,南茂科技,0.53,280000,90.3
2303,聯華電子,0.63,220000,137.0
3711,日月光投資控股,2.69,207000,618.0
2327,國巨*,2.15,180000,567.0
2330,台灣積體電路製造,9.05,174000,2470.0
2449,京元電子,0.97,170850,268.5
8046,南亞電路板,3.67,170000,1025.0
2486,一詮精密工業,0.78,150000,245.5
6669,緯穎科技服務,6.32,128260,2340.0
2885,元大金融控股,0.17,112720,70.6
3037,欣興電子,2.21,110000,954.0
2308,台達電子工業,4.18,110000,1805.0
3264,欣銓科技,0.51,107000,225.0
2455,全新光電科技,1.09,101000,515.0
2345,智邦科技,3.5,85000,1955.0
3665,貿聯控股,3.3,81000,1935.0
3017,奇鋐科技,5.53,80000,3285.0
2368,金像電子,1.67,74000,1075.0
2454,聯發科技,7.34,74000,4710.0
2383,台光電子材料,8.09,72000,5340.0
6274,台燿科技,1.93,68000,1345.0
4958,臻鼎科技控股,0.63,59000,505.0
6213,聯茂電子,0.54,50000,510.0
8210,勤誠興業,0.82,43000,907.0
3450,聯鈞光電,0.44,40000,527.0
6223,旺矽科技,4.64,38000,5795.0
8358,金居開發,0.38,35000,520.0
3189,景碩科技,0.52,31000,800.0
3211,順達科技,0.24,30000,375.5
3653,健策精密工業,3.5,30000,5550.0
3023,信邦電子,0.19,28000,323.0
2467,志聖工業,0.35,27000,610.0
2360,致茂電子,1.24,26000,2265.0
5289,宜鼎國際,0.65,22438,1370.0
7769,鴻勁,3.23,22000,6970.0
8996,高力熱處理工業,0.52,20000,1225.0
6187,萬潤科技,0.58,20000,1385.0
6510,中華精測科技,1.52,20000,3620.0
6515,穎崴科技,2.27,14000,7700.0
6531,愛普科技,0.25,13000,931.0
7750,新代,0.58,12000,2315.0
3044,健鼎科技,0.1,10000,484.0
6805,富世達股份有限公司,0.41,9000,2155.0
3131,弘塑科技,0.5,9000,2635.0
5274,信驊科技,3.56,8800,19220.0
3443,創意電子,1.0,8000,5960.0
6438,迅得機械,0.01,3000,152.5
2472,立隆電子工業,0.01,2000,215.5
2059,川湖科技,0.53,2000,12520.0
2313,華通電腦,0.0,1000,231.0
6139,亞翔工程,0.02,1000,742.0
