code,name,net_shares,net_amount
,國泰臺灣加權反1,601,1382.0
4906,正文,207,8143.0
2409,友達,123,2039.0
3049,精金,93,1019.0
6405,悅城,55,2211.0
2027,大成鋼,41,1554.0
2344,華邦電,34,3107.0
4721,美琪瑪,34,2482.0
3006,晶豪科,27,4387.0
3062,建漢,27,791.0
1711,永光,24,853.0
5483,中美晶,22,2369.0
3576,聯合再生,22,431.0
0056,元大高股息,21,806.0
1309,台達化,21,553.0
2401,凌陽,20,393.0
3209,全科,20,825.0
2637,慧洋-KY,19,1291.0
3714,富采,18,914.0
4763,材料*-KY,16,671.0
8936,國統,16,803.0
1304,台聚,15,261.0
2314,台揚,15,230.0
6415,矽力*-KY,15,4208.0
3481,群創,15,376.0
3704,合勤控,-230,-7538.0
6770,力積電,-164,-8745.0
2887,台新新光金,-143,-3461.0
,元大台灣50正2,-117,-2417.0
009816,凱基台灣TOP50,-117,-1244.0
0050,元大台灣50,-71,-5305.0
,元大美債20正2,-56,-399.0
,主動群益台灣強棒,-55,-903.0
2485,兆赫,-55,-4414.0
,統一ESG投等債15+,-50,-704.0
,期元大S&P石油,-46,-1423.0
2303,聯電,-43,-2581.0
2426,鼎元,-42,-1437.0
,主動統一台股增長,-39,-822.0
,主動元大AI新經濟,-37,-453.0
,期街口布蘭特正2,-35,-2300.0
2351,順德,-32,-3339.0
2489,瑞軒,-31,-1103.0
6168,宏齊,-30,-756.0
,凱基A級公司債,-28,-399.0
1303,南亞,-25,-2083.0
5452,佶優,-25,-806.0
5522,遠雄,-25,-1818.0
6285,啟碁,-22,-4238.0
2867,三商壽,-20,-155.0
