code,name,weight,shares,price
GLEN LN,嘉能可公司,1.54,40000,0.0
2330,台積電,8.75,22000,2405.0
8306 JT,三菱UFJ金融集團公司,1.47,12000,0.0
6506 JT,安川電機公司,1.92,11000,0.0
IFX GY,英飛凌科技股份有限公司,3.2,8000,0.0
6981 JT,村田製作所有限公司,1.96,7000,0.0
NVDA US,輝達,5.91,5300,0.0
GOOGL US,Alphabet 公司,6.79,4000,0.0
CRWD US,Crowdstrike控股公司,3.68,3752,0.0
4062 JT,Ibiden Co Ltd,2.07,3500,0.0
AMZN US,AMAZON. COM INC,3.5,2800,0.0
AVGO US,博通公司,5.03,2400,0.0
ENR GY,Siemens Energy AG,2.02,2200,0.0
LRCX US,科林研發股份有限公司,3.45,2021,0.0
HWM US,Howmet航太公司,2.61,1700,0.0
COHR US,連貫公司,2.18,1300,0.0
NET US,Cloudflare公司,1.68,1200,0.0
MSFT US,Microsoft Corp,2.04,1000,0.0
ETN US,伊頓公開有限公司,2.22,1000,0.0
AMD US,超微半導體公司,2.88,1000,0.0
SU FP,施奈德電機公司,1.54,950,0.0
MU US,美光科技公司,5.02,948,0.0
SNOW US,Snowflake公司,1.2,850,0.0
LITE US,魯門特姆控股公司,3.47,780,0.0
GEV US,奇異維諾瓦公司,3.58,650,0.0
TSLA US,特斯拉公司,0.94,550,0.0
CAT US,Caterpillar Inc,2.63,550,0.0
GS US,高盛集團,3.16,550,0.0
JPM US,摩根大通銀行,0.93,500,0.0
LLY US,禮來公司,2.85,450,0.0
AAPL US,蘋果公司,0.58,339,0.0
SNDK US,晟碟公司（德拉瓦州）,2.15,250,0.0
