code,name,weight,shares,price
CERS US,Cerus公司,0.53,62549,0.0
TXG US,10X Genomics Inc,5.86,42881,0.0
NTLA US,英特利亞治療公司,1.28,40577,0.0
RXRX US,利可迅生技公司,0.3,33889,0.0
BEAM US,光束治療公司,2.41,31605,0.0
CRSP US,CRISPR治療公司,4.01,29062,0.0
TEM US,Tempus AI Inc,3.2,25683,0.0
RBLX US,Roblox公司,3.25,22616,0.0
ACHR US,阿徹航空公司,0.31,22076,0.0
SHOP US,Shopify公司,6.88,18165,0.0
BMNR US,BitMine Immersion Technologi,0.88,17280,0.0
HOOD US,羅賓漢市場公司,4.34,16095,0.0
TWST US,Twist Bioscience Corp,4.1,15930,0.0
SOFI US,SoFi Technologies Inc,0.67,13816,0.0
BLSH US,Bullish,0.89,13483,0.0
XYZ US,布洛克公司,2.48,10275,0.0
CRCL US,Circle Internet Group Inc,1.83,9783,0.0
TSLA US,特斯拉公司,7.48,8370,0.0
VCYT US,Veracyte公司,1.34,8293,0.0
WGS US,GeneDx控股公司,1.37,7621,0.0
ILMN US,伊魯米納公司,3.88,6919,0.0
FIG US,Figma Inc,0.44,6280,0.0
CRWV US,CoreWeave Inc,1.09,5561,0.0
AMD US,超微半導體公司,6.3,4767,0.0
AMZN US,亞馬遜公司,3.16,4709,0.0
COIN US,比特幣基地全球公司,2.01,4123,0.0
NTRA US,那提拉公司,2.48,3387,0.0
TSM US,台積電,3.46,3035,0.0
XE US,X-Energy Inc,0.11,2406,0.0
KTOS US,克瑞拓斯安全防衛公司,0.31,2181,0.0
AVGO US,博通公司,1.95,1761,0.0
GOOGL US,Alphabet公司 Class A,1.69,1741,0.0
CBRS US,Cerebras Systems Inc,0.83,1478,0.0
NVDA US,輝達,0.84,1466,0.0
PLTR US,帕蘭提爾科技公司,0.5,1403,0.0
GOOG US,Alphabet公司 Class C,1.28,1323,0.0
SNOW US,Snowflake公司,0.99,1264,0.0
META US,Meta平台公司,1.49,864,0.0
DE US,迪爾,1.54,828,0.0
TER US,泰瑞達公司,0.56,600,0.0
LLY US,禮來公司,2.11,595,0.0
BWXT US,BWX科技股份有限公司,0.05,108,0.0
