code,name,weight,shares,price
2887,台新新光金,2.09,73353000,24.45
2883,凱基金,1.19,50824000,20.35
2890,永豐金,1.6,42838000,31.85
2885,元大金,2.09,38515000,45.85
2891,中信金,2.21,35317000,52.8
2880,華南金,1.26,31847000,34.15
2882,國泰金,1.99,23807000,71.4
2317,鴻海,5.26,22219000,200.0
2330,台積電,42.37,19511000,1845.0
2884,玉山金,0.69,18049000,32.1
2892,第一金,0.45,13382000,28.7
2886,兆豐金,0.62,13378000,39.15
2303,聯電,0.91,13274000,59.1
5880,合庫金,0.36,13055000,23.35
2881,富邦金,1.19,11409000,88.8
1303,南亞,0.56,6347000,76.0
2412,中華電,0.91,5722000,135.0
1216,統一,0.46,5481000,70.7
3037,欣興,2.42,4080000,506.0
2308,台達電,6.89,3853000,1550.0
3711,日月光投控,1.58,3720000,352.0
3231,緯創,0.52,3494000,128.0
2382,廣達,1.05,3107000,285.0
4904,遠傳,0.31,2855000,94.0
2454,聯發科,5.18,2761000,1620.0
6505,台塑化,0.18,2738000,54.5
3045,台灣大,0.33,2593000,109.0
2301,光寶科,0.44,2420000,157.5
2603,長榮,0.58,2404000,206.0
2327,國巨*,0.67,2171000,260.0
2449,京元電子,0.43,1279000,288.5
6446,藥華藥,0.76,999000,640.0
2357,華碩,0.54,801000,565.0
8046,南電,0.46,690000,540.0
2395,研華,0.23,582000,333.5
2345,智邦,1.12,568000,1685.0
2379,瑞昱,0.33,567000,489.0
2360,致茂,0.91,472000,1625.0
2383,台光電,1.36,392000,2845.0
2368,金像電,0.41,380000,922.0
3017,奇鋐,1.01,378000,2100.0
1519,華城,0.27,260000,926.0
3665,貿聯-KY,0.46,217000,1805.0
6669,緯穎,0.54,133000,3760.0
3008,大立光,0.32,124000,2220.0
3653,健策,0.56,121000,3945.0
7769,鴻勁,0.55,120000,3865.0
3443,創意電子,0.3,100000,2475.0
3661,世芯-KY,0.32,88000,3150.0
2059,川湖,0.34,80000,3615.0
202604TX,臺股期貨,2.37,300,0.0
