code,name,weight,shares,price
2408,南亞科,2.01,2562000,225.5
5347,世界,1.07,2400000,124.5
3105,穩懋,2.95,1808000,457.0
8358,金居,2.0,1776000,315.5
3037,欣興,3.66,1720000,626.0
2486,一詮,0.88,1296000,194.0
3036,文曄,0.81,998000,228.0
8996,高力,3.95,993000,1095.0
2330,台積電,6.95,949000,1990.0
8046,南電,2.08,904000,655.0
3163,波若威,3.05,712000,1200.0
2337,旺宏,0.39,707000,147.5
2344,華邦電,0.23,698000,94.4
6584,南俊國際,1.59,637000,698.0
8021,尖點,0.73,583920,349.0
6531,愛普*,1.23,567000,567.0
2345,智邦,3.77,560000,1820.0
8299,群聯,3.5,557000,1760.0
4749,新應材,1.82,555000,919.0
4991,環宇-KY,1.19,538000,621.0
6442,光聖,3.87,523000,2230.0
3189,景碩,0.64,483013,366.5
3665,貿聯-KY,3.31,405000,2225.0
3017,奇鋐,3.21,390000,2200.0
2360,致茂,2.55,389000,1880.0
3533,嘉澤,2.87,362000,2250.0
2383,台光電,4.37,340000,3325.0
7751,竑騰,2.09,300000,1955.0
3711,日月光投控,0.38,249000,417.5
3260,威剛,0.33,243000,376.0
6274,台燿,0.74,242000,860.0
2368,金像電,0.98,239000,1055.0
6805,富世達,1.42,231000,1765.0
6223,旺矽,3.35,206000,4560.0
2059,川湖,2.47,201000,3335.0
3081,聯亞,1.51,195000,2175.0
6510,精測,1.93,161000,3360.0
6669,緯穎,2.06,154000,3645.0
7769,鴻勁,2.24,150000,4100.0
2308,台達電,0.89,142000,1740.0
3131,弘塑,1.41,120000,3285.0
6515,穎崴,3.53,117000,8560.0
3653,健策,1.51,106000,4045.0
3324,雙鴻,0.34,98000,965.0
5289,宜鼎,0.4,94000,1180.0
3529,力旺,1.06,89000,3335.0
3491,昇達科,0.46,75000,1730.0
6781,AES-KY,0.25,71000,987.0
3443,創意,0.74,68000,2775.0
3661,世芯-KY,0.72,63000,3090.0
5274,信驊,1.44,31000,13005.0
