code,name,weight,shares,price
2885,元大金,1.86,43575000,71.5
2887,台新新光金,0.86,37290000,35.85
2891,中信金,1.29,29528000,71.3
2330,台積電,41.25,27286000,2465.0
2317,鴻海,4.02,27057000,237.5
2883,凱基金,0.49,26069000,30.7
2884,玉山金,0.53,24567000,34.75
2890,永豐金,0.55,21881000,41.9
2892,第一金,0.38,18283000,34.1
2886,兆豐金,0.53,18222000,46.8
5880,合庫金,0.28,17911000,25.1
2303,聯電,1.74,17852000,163.0
2412,中華電,1.44,17269000,139.5
2880,華南金,0.4,16395000,39.7
2881,富邦金,1.21,15478000,126.0
2882,國泰金,0.9,14883000,98.0
1303,南亞,0.97,8504000,182.0
1216,統一,0.37,7578000,78.6
3711,日月光投控,3.11,7338000,625.0
2344,華邦電,0.54,4918000,168.5
3231,緯創,0.43,4741000,146.5
2308,台達電,5.5,4673000,1885.0
2382,廣達,0.98,4208000,377.0
3037,欣興,2.18,3981000,863.0
4904,遠傳,0.23,3919000,93.2
6505,台塑化,0.14,3884000,59.4
3045,台灣大,0.24,3549000,113.0
2454,聯發科,8.24,3355000,3995.0
2301,光寶科,0.44,3306000,214.0
2603,長榮,0.4,3296000,196.0
2327,國巨*,1.67,2959000,891.0
4958,臻鼎-KY,0.96,2617000,565.0
2408,南亞科,0.63,2310000,396.0
2449,京元電子,0.34,1786000,305.5
2345,智邦,2.37,1531000,2415.0
2357,華碩,0.47,1088000,687.0
8046,南電,0.56,739000,1105.0
3665,貿聯-KY,0.76,647000,1900.0
2360,致茂,0.68,593000,1855.0
3017,奇鋐,0.79,538000,2325.0
2368,金像電,0.35,514000,1150.0
2383,台光電,1.64,496000,5315.0
3653,健策,0.74,367000,3200.0
3443,創意電子,0.83,305000,4400.0
6669,緯穎,0.58,183000,5050.0
3008,大立光,0.43,175000,3950.0
7769,鴻勁,0.69,165000,6055.0
3661,世芯-KY,0.32,120000,4065.0
2059,川湖,0.57,111000,8095.0
6515,穎崴,0.26,53000,7705.0
202607TX,臺股期貨,2.74,480,0.0
