code,name,weight,shares,price
3105,穩懋,3.17,3433000,483.5
2408,南亞科,2.14,3280000,321.0
3037,欣興,3.88,2302000,892.0
2455,全新,1.32,1927000,374.0
2330,台積電,7.64,1761000,2220.0
8996,高力,3.44,1689000,1025.0
8046,南電,2.68,1658000,880.0
6584,南俊國際,1.71,1337000,667.0
2337,旺宏,0.41,1271000,168.0
3036,文曄,0.61,1177000,284.0
3163,波若威,1.8,923000,1020.0
2344,華邦電,0.23,893000,122.0
2345,智邦,3.66,716000,2435.0
8299,群聯,3.92,711000,2880.0
6531,愛普*,1.41,703000,1040.0
4991,環宇-KY,0.94,692000,708.0
2368,金像電,1.83,669000,1350.0
3665,貿聯-KY,2.87,667000,2500.0
6274,台燿,1.76,636000,1450.0
2383,台光電,5.04,536000,4930.0
3017,奇鋐,2.45,501000,2585.0
6442,光聖,1.73,488000,1805.0
3189,景碩,0.49,486013,497.5
6669,緯穎,4.83,465000,5580.0
6510,精測,3.35,422000,4150.0
3533,嘉澤,1.97,420000,2595.0
3260,威剛,0.34,393000,447.0
3661,世芯-KY,3.63,393000,4780.0
7751,竑騰,1.15,387000,1550.0
3081,聯亞,2.14,380000,2945.0
3443,創意,3.49,360000,5330.0
2059,川湖,3.43,358000,5250.0
2308,台達電,1.47,357000,2165.0
3711,日月光投控,0.34,320000,548.0
6223,旺矽,3.48,289000,6290.0
2360,致茂,0.89,207000,2405.0
2327,國巨*,0.18,200000,420.0
3653,健策,1.27,197000,3530.0
7769,鴻勁,2.8,194000,7440.0
2454,聯發科,1.17,180000,3495.0
3324,雙鴻,0.29,151000,1015.0
6515,穎崴,3.04,151000,9875.0
5289,宜鼎,0.51,142000,1865.0
3491,昇達科,0.3,97000,1625.0
5274,信驊,1.53,45000,17810.0
3583,辛耘,0.06,33000,966.0
