code,name,weight,shares,price
2327,國巨*,2.96,7937000,259.0
1802,台玻,0.51,5996000,57.4
3037,欣興,3.74,5952000,417.0
6274,台燿,3.51,4965000,506.0
2002,中鋼,0.13,4924000,19.2
8046,南電,2.93,4559000,450.0
2449,京元電子,1.67,4055000,278.0
2308,台達電,6.74,3616000,1255.0
2330,台積電,9.07,3418000,1865.0
6191,精成科,0.47,3378000,96.9
2368,金像電,3.03,2947000,709.0
2345,智邦,5.27,2660000,1305.0
3017,奇鋐,6.36,2502000,1750.0
3665,貿聯-KY,5.28,2193848,1610.0
2383,台光電,6.96,2109000,2190.0
8358,金居,0.66,1864000,253.5
8210,勤誠,2.34,1806000,880.0
6488,環球晶,1.11,1694000,470.5
6139,亞翔,1.28,1689000,504.0
3211,順達,0.7,1565000,321.0
1319,東陽,0.2,1499000,92.0
3376,新日興,0.38,1395000,192.0
3711,日月光投控,0.61,1237000,327.5
4979,華星光,0.68,1219000,400.0
6223,旺矽,4.52,1139000,2845.0
6805,富世達,2.69,1124000,1645.0
3653,健策,4.27,973000,2880.0
8299,群聯,2.19,871000,1800.0
6669,緯穎,4.64,787000,3910.0
3661,世芯-KY,2.59,568000,3120.0
2404,漢唐,0.87,567000,1000.0
6510,精測,1.81,359000,3605.0
3217,優群,0.08,353000,157.5
6515,穎崴,1.57,236000,4525.0
2454,聯發科,0.5,201000,1720.0
3324,雙鴻,0.21,156000,978.0
5274,信驊,1.38,104000,9520.0
3008,大立光,0.02,5000,2305.0
2439,美律,0.0,3000,82.7
2357,華碩,0.0,3000,500.0
3045,台灣大,0.0,3000,108.0
3583,辛耘,0.0,3000,339.5
2059,川湖,0.01,2000,3170.0
2313,華通,0.0,2000,211.0
1326,台化,0.0,2000,43.55
1815,富喬,0.0,2000,108.0
1303,南亞,0.0,2000,79.3
3533,嘉澤,0.0,2000,1495.0
5536,聖暉*,0.0,2000,688.0
8996,高力,0.0,1000,749.0
