code,name,weight,shares,price
RIVN,RIVIAN AUTOMOTIVE INC-A,1.48,33097,0.0
NU,NU HOLDINGS LTD/CAYMAN ISL-A,0.92,24407,0.0
INTC,INTEL CORP,3.66,13714,0.0
WRBY,WARBY PARKER INC-CLASS A,0.65,10140,0.0
FIGR,FIGURE TECHNOLOGY SOLUT-CL A,0.77,9813,0.0
HOOD,ROBINHOOD MARKETS INC - A,2.4,8842,0.0
GFS,GLOBALFOUNDRIES INC,1.26,8259,0.0
ZM,ZOOM COMMUNICATIONS INC,1.74,7780,0.0
ON,ON SEMICONDUCTOR,1.79,7469,0.0
NVDA,NVIDIA CORP,3.89,7055,0.0
TEM,TEMPUS AI INC,0.84,6837,0.0
AMKR,AMKOR TECHNOLOGY INC,1.1,6316,0.0
TTWO,TAKE-TWO INTERACTIVE SOFTWRE,3.66,6028,0.0
LMND,LEMONADE INC,0.99,5998,0.0
CRWD,CROWDSTRIKE HOLDINGS INC - A,2.89,5887,0.0
ALGM,ALLEGRO MICROSYSTEMS INC,0.73,5610,0.0
GOOG,ALPHABET INC-CL C,4.31,4839,0.0
PANW,PALO ALTO NETWORKS INC,4.01,4595,0.0
GLW,CORNING INC,1.84,4589,0.0
DOCN,DIGITALOCEAN HOLDINGS INC,1.7,4588,0.0
SHOP,SHOPIFY INC - CLASS A,1.34,4346,0.0
TWLO,TWILIO INC - A,1.96,4108,0.0
AVGO,BROADCOM INC,4.07,3945,0.0
U,UNITY SOFTWARE INC,0.3,3913,0.0
SNOW,SNOWFLAKE INC-CLASS A,2.63,3776,0.0
ORCL,ORACLE CORP,1.21,3706,0.0
XYZ,BLOCK INC,0.74,3678,0.0
LRCX,LAM RESEARCH CORP,3.03,3643,0.0
NET,CLOUDFLARE INC - CLASS A,2.54,3630,0.0
CRM,SALESFORCE INC,1.43,3368,0.0
SYM,SYMBOTIC INC,0.37,3346,0.0
TSLA,TESLA INC,3.09,3175,0.0
ENTG,ENTEGRIS INC,1.09,3035,0.0
AMD,ADVANCED MICRO DEVICES,3.93,2737,0.0
BE,BLOOM ENERGY CORP- A,1.39,2455,0.0
TXN,TEXAS INSTRUMENTS INC,1.61,2103,0.0
SPCX,SPACE EXPLORATION TECHN-CL A,0.61,2027,0.0
CIEN,CIENA CORP,1.94,1879,0.0
MSFT,MICROSOFT CORP,1.89,1859,0.0
CRCL,CIRCLE INTERNET GROUP INC,0.31,1826,0.0
TSM,TAIWAN SEMICONDUCTOR-SP ADR,1.96,1788,0.0
TTMI,TTM TECHNOLOGIES,0.67,1780,0.0
VICR,VICOR CORP,0.96,1704,0.0
META,META PLATFORMS INC-CLASS A,2.7,1653,0.0
WOLF,WOLFSPEED INC,0.12,1522,0.0
AMZN,AMAZON.COM INC,0.93,1461,0.0
MTSI,MACOM TECHNOLOGY SOLUTIONS H,1.02,1381,0.0
PLTR,PALANTIR TECHNOLOGIES INC-A,0.43,1330,0.0
ENPH,ENPHASE ENERGY INC,0.14,1314,0.0
HUBS,HUBSPOT INC,0.63,1185,0.0
ADI,ANALOG DEVICES INC,1.12,1108,0.0
CDNS,CADENCE DESIGN SYS INC,0.96,1090,0.0
APP,APPLOVIN CORP-CLASS A,0.99,924,0.0
ROK,ROCKWELL AUTOMATION INC,0.9,753,0.0
LITE,LUMENTUM HOLDINGS INC,1.61,747,0.0
MU,MICRON TECHNOLOGY INC,1.85,741,0.0
ASML,ASML HOLDING NV-NY REG SHS,2.85,608,0.0
AMAT,APPLIED MATERIALS INC,0.78,540,0.0
FN,FABRINET,0.7,525,0.0
CBRS,CEREBRAS SYSTEMS INC - A,0.19,350,0.0
SNDK,SANDISK CORP-W/I,1.12,269,0.0
