code,name,weight,shares,price
2887,台新新光金,1.9,73721000,24.6
2883,凱基金,1.11,51058000,20.75
2890,永豐金,1.5,43044000,33.3
2885,元大金,2.04,38648000,50.4
2891,中信金,1.96,35399000,52.8
2880,華南金,1.22,32224000,36.05
2882,國泰金,1.82,23863000,72.9
2317,鴻海,4.9,22500000,207.5
2330,台積電,43.06,19741000,2080.0
2884,玉山金,0.63,18149000,32.95
2892,第一金,0.41,13434000,28.85
2886,兆豐金,0.56,13430000,39.5
2303,聯電,0.87,13343000,62.1
5880,合庫金,0.33,13209000,23.85
2881,富邦金,1.06,11500000,87.5
1303,南亞,0.6,6422000,88.5
2412,中華電,0.82,5783000,135.5
1216,統一,0.42,5545000,72.6
3037,欣興,2.7,4162000,618.0
2308,台達電,7.29,3894000,1785.0
3711,日月光投控,1.76,3764000,446.5
3231,緯創,0.49,3536000,133.0
2382,廣達,1.0,3104000,308.5
4904,遠傳,0.29,2870000,95.3
2454,聯發科,5.23,2785000,1790.0
6505,台塑化,0.16,2755000,54.4
3045,台灣大,0.3,2600000,110.0
2301,光寶科,0.41,2434000,159.0
2603,長榮,0.51,2417000,203.0
2327,國巨*,0.74,2197000,322.0
2449,京元電子,0.4,1318000,291.0
6446,藥華藥,0.69,1011000,650.0
2357,華碩,0.5,811000,584.0
8046,南電,0.47,690000,656.0
2395,研華,0.22,591000,348.0
2345,智邦,1.19,578000,1970.0
2379,瑞昱,0.32,575000,525.0
2360,致茂,1.0,472000,2020.0
2368,金像電,0.48,392000,1165.0
3017,奇鋐,0.95,389000,2325.0
2383,台光電,1.52,380000,3810.0
1519,華城,0.25,268000,877.0
3665,貿聯-KY,0.56,228000,2350.0
6669,緯穎,0.53,135000,3720.0
3008,大立光,0.37,125000,2820.0
3653,健策,0.54,125000,4155.0
7769,鴻勁,0.54,122000,4260.0
3443,創意電子,0.33,104000,3070.0
3661,世芯-KY,0.3,90000,3210.0
2059,川湖,0.3,83000,3440.0
202605TX,臺股期貨,2.48,320,0.0
